index,time,A,B,C,E,H
133.0,-3.8935999999999994e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
134.0,-3.892799999999999e-06,0.0,39.37007874015748,0.0,0.0,0.0
135.0,-3.892e-06,0.0,39.37007874015748,0.0,0.0,0.0
136.0,-3.8912e-06,0.0,0.0,-39.37007874015748,0.0,0.0
137.0,-3.8904e-06,0.0,0.0,0.0,0.0,0.0
138.0,-3.8896e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
139.0,-3.8888e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,0.0
140.0,-3.888e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
141.0,-3.8872e-06,-39.37007874015748,0.0,0.0,39.37007874015748,-39.37007874015748
142.0,-3.8864e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
143.0,-3.8856e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,-39.37007874015748
144.0,-3.8848e-06,0.0,39.37007874015748,0.0,0.0,-39.37007874015748
145.0,-3.8839999999999996e-06,0.0,0.0,0.0,-39.37007874015748,-39.37007874015748
146.0,-3.8831999999999995e-06,0.0,0.0,0.0,0.0,0.0
147.0,-3.8823999999999995e-06,0.0,0.0,-39.37007874015748,0.0,0.0
148.0,-3.8816e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
149.0,-3.8808e-06,0.0,39.37007874015748,0.0,0.0,0.0
150.0,-3.88e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
151.0,-3.8792e-06,0.0,39.37007874015748,0.0,39.37007874015748,-39.37007874015748
152.0,-3.8784e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,-39.37007874015748
153.0,-3.8776e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
154.0,-3.8768e-06,0.0,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
155.0,-3.876e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
156.0,-3.8752e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
157.0,-3.8744e-06,-39.37007874015748,39.37007874015748,0.0,39.37007874015748,0.0
158.0,-3.8736e-06,-39.37007874015748,0.0,0.0,0.0,0.0
159.0,-3.8728e-06,0.0,39.37007874015748,0.0,0.0,-39.37007874015748
160.0,-3.8719999999999995e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
161.0,-3.8711999999999995e-06,0.0,39.37007874015748,-39.37007874015748,-39.37007874015748,-39.37007874015748
162.0,-3.870399999999999e-06,39.37007874015748,0.0,0.0,0.0,0.0
163.0,-3.8696e-06,0.0,0.0,0.0,0.0,0.0
164.0,-3.8688e-06,0.0,0.0,-39.37007874015748,0.0,0.0
165.0,-3.868e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
166.0,-3.8672e-06,0.0,0.0,0.0,0.0,-39.37007874015748
167.0,-3.8664e-06,0.0,0.0,0.0,0.0,0.0
168.0,-3.8656e-06,-39.37007874015748,0.0,0.0,0.0,0.0
169.0,-3.8648e-06,0.0,0.0,-39.37007874015748,-39.37007874015748,0.0
170.0,-3.864e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
171.0,-3.8632e-06,0.0,39.37007874015748,0.0,0.0,0.0
172.0,-3.8624e-06,0.0,-39.37007874015748,-39.37007874015748,0.0,0.0
173.0,-3.8616e-06,0.0,0.0,-39.37007874015748,0.0,0.0
174.0,-3.8607999999999995e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,39.37007874015748
175.0,-3.8599999999999995e-06,-39.37007874015748,0.0,-39.37007874015748,-39.37007874015748,0.0
176.0,-3.859199999999999e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
177.0,-3.8584e-06,0.0,0.0,0.0,0.0,-39.37007874015748
178.0,-3.8576e-06,-39.37007874015748,0.0,0.0,0.0,-39.37007874015748
179.0,-3.8568e-06,0.0,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
180.0,-3.856e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
181.0,-3.8552e-06,0.0,39.37007874015748,0.0,0.0,0.0
182.0,-3.8544e-06,0.0,0.0,0.0,0.0,-39.37007874015748
183.0,-3.8536e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,0.0
184.0,-3.8528e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
185.0,-3.852e-06,0.0,0.0,0.0,39.37007874015748,-39.37007874015748
186.0,-3.8512e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
187.0,-3.8504e-06,0.0,0.0,-39.37007874015748,0.0,0.0
188.0,-3.8495999999999995e-06,0.0,0.0,-39.37007874015748,0.0,0.0
189.0,-3.8487999999999995e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
190.0,-3.847999999999999e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
191.0,-3.8472e-06,0.0,0.0,-39.37007874015748,0.0,0.0
192.0,-3.8464e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
193.0,-3.8456e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
194.0,-3.8448e-06,0.0,0.0,0.0,0.0,-39.37007874015748
195.0,-3.844e-06,0.0,0.0,0.0,-39.37007874015748,0.0
196.0,-3.8432e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
197.0,-3.8424e-06,0.0,-39.37007874015748,-39.37007874015748,-39.37007874015748,0.0
198.0,-3.8416e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
199.0,-3.8408e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
200.0,-3.84e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
201.0,-3.8392e-06,0.0,0.0,-39.37007874015748,0.0,0.0
202.0,-3.8383999999999995e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
203.0,-3.8375999999999995e-06,0.0,0.0,0.0,0.0,-39.37007874015748
204.0,-3.836799999999999e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
205.0,-3.836e-06,0.0,0.0,0.0,0.0,0.0
206.0,-3.8352e-06,0.0,0.0,0.0,0.0,0.0
207.0,-3.8344e-06,0.0,39.37007874015748,-39.37007874015748,-39.37007874015748,0.0
208.0,-3.8336e-06,0.0,0.0,39.37007874015748,39.37007874015748,0.0
209.0,-3.8328e-06,0.0,0.0,0.0,0.0,0.0
210.0,-3.832e-06,0.0,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
211.0,-3.8312e-06,0.0,0.0,-39.37007874015748,0.0,0.0
212.0,-3.8304e-06,0.0,39.37007874015748,0.0,0.0,0.0
213.0,-3.8296e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
214.0,-3.8288e-06,0.0,39.37007874015748,0.0,0.0,0.0
215.0,-3.828e-06,0.0,0.0,0.0,0.0,0.0
216.0,-3.8271999999999995e-06,0.0,0.0,0.0,-39.37007874015748,-39.37007874015748
217.0,-3.8263999999999995e-06,0.0,0.0,0.0,0.0,0.0
218.0,-3.825599999999999e-06,0.0,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
219.0,-3.8248e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
220.0,-3.824e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
221.0,-3.8232e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
222.0,-3.8224e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
223.0,-3.8216e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
224.0,-3.8208e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,-39.37007874015748
225.0,-3.82e-06,0.0,0.0,0.0,0.0,-39.37007874015748
226.0,-3.8192e-06,0.0,39.37007874015748,0.0,-39.37007874015748,0.0
227.0,-3.8184e-06,-39.37007874015748,0.0,0.0,0.0,0.0
228.0,-3.8176e-06,-39.37007874015748,0.0,-39.37007874015748,-39.37007874015748,0.0
229.0,-3.8168e-06,0.0,39.37007874015748,0.0,-39.37007874015748,0.0
230.0,-3.8159999999999995e-06,0.0,0.0,0.0,39.37007874015748,0.0
231.0,-3.8151999999999995e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
232.0,-3.8144e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
233.0,-3.8136e-06,0.0,39.37007874015748,39.37007874015748,0.0,0.0
234.0,-3.8127999999999997e-06,-39.37007874015748,0.0,0.0,-39.37007874015748,0.0
235.0,-3.8119999999999997e-06,-39.37007874015748,0.0,0.0,0.0,0.0
236.0,-3.8112e-06,0.0,39.37007874015748,0.0,39.37007874015748,-39.37007874015748
237.0,-3.8104e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
238.0,-3.8096e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
239.0,-3.8088e-06,-39.37007874015748,0.0,0.0,0.0,39.37007874015748
240.0,-3.808e-06,0.0,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
241.0,-3.8071999999999997e-06,0.0,0.0,0.0,0.0,0.0
242.0,-3.8063999999999997e-06,-39.37007874015748,39.37007874015748,0.0,-39.37007874015748,0.0
243.0,-3.8055999999999996e-06,0.0,0.0,-39.37007874015748,0.0,0.0
244.0,-3.8048e-06,0.0,0.0,-39.37007874015748,0.0,0.0
245.0,-3.804e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
246.0,-3.8032e-06,0.0,39.37007874015748,0.0,-39.37007874015748,39.37007874015748
247.0,-3.8024e-06,0.0,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
248.0,-3.8015999999999997e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
249.0,-3.8007999999999997e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
250.0,-3.7999999999999996e-06,0.0,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
251.0,-3.7992e-06,-39.37007874015748,0.0,0.0,0.0,0.0
252.0,-3.7984e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
253.0,-3.7976e-06,0.0,0.0,0.0,0.0,0.0
254.0,-3.7968e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
255.0,-3.7959999999999997e-06,-39.37007874015748,39.37007874015748,0.0,-39.37007874015748,-39.37007874015748
256.0,-3.7951999999999997e-06,0.0,0.0,0.0,39.37007874015748,0.0
257.0,-3.7943999999999996e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
258.0,-3.7936e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
259.0,-3.7928e-06,-39.37007874015748,39.37007874015748,0.0,0.0,-39.37007874015748
260.0,-3.792e-06,0.0,39.37007874015748,0.0,0.0,0.0
261.0,-3.7912e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
262.0,-3.7903999999999997e-06,0.0,39.37007874015748,-39.37007874015748,0.0,39.37007874015748
263.0,-3.7895999999999997e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
264.0,-3.7887999999999996e-06,0.0,0.0,-39.37007874015748,0.0,0.0
265.0,-3.788e-06,0.0,0.0,-39.37007874015748,0.0,0.0
266.0,-3.7872e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
267.0,-3.7864e-06,0.0,39.37007874015748,0.0,-39.37007874015748,0.0
268.0,-3.7856e-06,0.0,0.0,-39.37007874015748,0.0,0.0
269.0,-3.7847999999999997e-06,0.0,39.37007874015748,0.0,0.0,0.0
270.0,-3.7839999999999997e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
271.0,-3.7831999999999996e-06,-39.37007874015748,0.0,0.0,0.0,0.0
272.0,-3.7824e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
273.0,-3.7816e-06,-39.37007874015748,0.0,0.0,0.0,-39.37007874015748
274.0,-3.7808e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
275.0,-3.78e-06,0.0,0.0,0.0,0.0,0.0
276.0,-3.7791999999999997e-06,0.0,0.0,0.0,39.37007874015748,0.0
277.0,-3.7783999999999997e-06,-39.37007874015748,0.0,0.0,0.0,0.0
278.0,-3.7775999999999996e-06,-39.37007874015748,0.0,0.0,0.0,-39.37007874015748
279.0,-3.7768e-06,0.0,0.0,0.0,0.0,0.0
280.0,-3.776e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
281.0,-3.7752e-06,0.0,39.37007874015748,0.0,0.0,-39.37007874015748
282.0,-3.7744e-06,0.0,0.0,0.0,0.0,0.0
283.0,-3.7735999999999998e-06,0.0,0.0,0.0,39.37007874015748,0.0
284.0,-3.7727999999999997e-06,0.0,0.0,0.0,0.0,-39.37007874015748
285.0,-3.7719999999999996e-06,0.0,39.37007874015748,0.0,39.37007874015748,-39.37007874015748
286.0,-3.7712e-06,0.0,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
287.0,-3.7704e-06,-39.37007874015748,39.37007874015748,0.0,39.37007874015748,0.0
288.0,-3.7696e-06,0.0,39.37007874015748,0.0,0.0,0.0
289.0,-3.7688e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,-39.37007874015748,-39.37007874015748
290.0,-3.7679999999999998e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
291.0,-3.7671999999999997e-06,0.0,0.0,-39.37007874015748,0.0,0.0
292.0,-3.7663999999999996e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
293.0,-3.7656e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
294.0,-3.7648e-06,-39.37007874015748,0.0,0.0,0.0,0.0
295.0,-3.764e-06,0.0,0.0,0.0,39.37007874015748,0.0
296.0,-3.7632e-06,-39.37007874015748,0.0,0.0,0.0,0.0
297.0,-3.7623999999999998e-06,0.0,0.0,0.0,0.0,0.0
298.0,-3.7615999999999997e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,-39.37007874015748
299.0,-3.7607999999999996e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,0.0
300.0,-3.7599999999999996e-06,0.0,39.37007874015748,0.0,0.0,0.0
301.0,-3.7592e-06,-39.37007874015748,0.0,0.0,0.0,0.0
302.0,-3.7584e-06,0.0,0.0,-39.37007874015748,39.37007874015748,0.0
303.0,-3.7576e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
304.0,-3.7567999999999998e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
305.0,-3.7559999999999997e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
306.0,-3.7551999999999996e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,-39.37007874015748
307.0,-3.7544e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
308.0,-3.7536e-06,0.0,0.0,0.0,39.37007874015748,0.0
309.0,-3.7528e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
310.0,-3.752e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
311.0,-3.7511999999999998e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
312.0,-3.7503999999999997e-06,0.0,0.0,-39.37007874015748,-39.37007874015748,0.0
313.0,-3.7495999999999996e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
314.0,-3.7487999999999996e-06,0.0,0.0,0.0,-39.37007874015748,-39.37007874015748
315.0,-3.748e-06,0.0,39.37007874015748,0.0,39.37007874015748,0.0
316.0,-3.7472e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
317.0,-3.7464e-06,-39.37007874015748,0.0,0.0,0.0,0.0
318.0,-3.7455999999999998e-06,-39.37007874015748,39.37007874015748,0.0,-39.37007874015748,0.0
319.0,-3.7447999999999997e-06,-39.37007874015748,0.0,0.0,0.0,0.0
320.0,-3.7439999999999996e-06,-39.37007874015748,0.0,0.0,39.37007874015748,-39.37007874015748
321.0,-3.7432e-06,0.0,39.37007874015748,0.0,-39.37007874015748,0.0
322.0,-3.7424e-06,0.0,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
323.0,-3.7416e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
324.0,-3.7408e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
325.0,-3.7399999999999998e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
326.0,-3.7391999999999997e-06,-39.37007874015748,0.0,0.0,39.37007874015748,39.37007874015748
327.0,-3.7383999999999996e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
328.0,-3.7375999999999996e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
329.0,-3.7368e-06,0.0,0.0,0.0,0.0,0.0
330.0,-3.736e-06,-39.37007874015748,0.0,0.0,0.0,-39.37007874015748
331.0,-3.7352e-06,0.0,39.37007874015748,-39.37007874015748,0.0,39.37007874015748
332.0,-3.7343999999999998e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
333.0,-3.7335999999999997e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,0.0
334.0,-3.7327999999999996e-06,-39.37007874015748,39.37007874015748,0.0,39.37007874015748,0.0
335.0,-3.732e-06,0.0,0.0,0.0,0.0,0.0
336.0,-3.7312e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
337.0,-3.7304e-06,0.0,0.0,-39.37007874015748,0.0,0.0
338.0,-3.7296e-06,0.0,0.0,-39.37007874015748,0.0,0.0
339.0,-3.7287999999999998e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
340.0,-3.7279999999999997e-06,0.0,39.37007874015748,0.0,0.0,0.0
341.0,-3.7271999999999997e-06,-39.37007874015748,0.0,39.37007874015748,0.0,0.0
342.0,-3.7263999999999996e-06,0.0,39.37007874015748,0.0,0.0,0.0
343.0,-3.7256e-06,-39.37007874015748,0.0,0.0,0.0,0.0
344.0,-3.7248e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
345.0,-3.724e-06,0.0,0.0,0.0,39.37007874015748,39.37007874015748
346.0,-3.7231999999999998e-06,0.0,0.0,-39.37007874015748,0.0,0.0
347.0,-3.7223999999999997e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
348.0,-3.7215999999999997e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
349.0,-3.7208e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
350.0,-3.72e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,0.0
351.0,-3.7192e-06,-39.37007874015748,0.0,0.0,0.0,-39.37007874015748
352.0,-3.7184e-06,-39.37007874015748,0.0,0.0,0.0,0.0
353.0,-3.7175999999999998e-06,0.0,0.0,0.0,0.0,0.0
354.0,-3.7167999999999997e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
355.0,-3.7159999999999997e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
356.0,-3.7151999999999996e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
357.0,-3.7144e-06,-39.37007874015748,39.37007874015748,0.0,39.37007874015748,-39.37007874015748
358.0,-3.7136e-06,-39.37007874015748,0.0,0.0,0.0,39.37007874015748
359.0,-3.7128e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
360.0,-3.7119999999999998e-06,0.0,39.37007874015748,0.0,39.37007874015748,0.0
361.0,-3.7111999999999997e-06,0.0,0.0,-39.37007874015748,-39.37007874015748,0.0
362.0,-3.7103999999999997e-06,0.0,0.0,0.0,-39.37007874015748,0.0
363.0,-3.7096e-06,0.0,39.37007874015748,0.0,0.0,0.0
364.0,-3.7088e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,-39.37007874015748
365.0,-3.708e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
366.0,-3.7072e-06,0.0,0.0,0.0,0.0,-39.37007874015748
367.0,-3.7063999999999998e-06,0.0,39.37007874015748,0.0,0.0,0.0
368.0,-3.7055999999999997e-06,0.0,39.37007874015748,0.0,0.0,-39.37007874015748
369.0,-3.7047999999999997e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
370.0,-3.7039999999999996e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
371.0,-3.7032e-06,-39.37007874015748,0.0,0.0,0.0,0.0
372.0,-3.7024e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
373.0,-3.7016e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,-39.37007874015748
374.0,-3.7007999999999998e-06,0.0,39.37007874015748,0.0,39.37007874015748,0.0
375.0,-3.6999999999999997e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,39.37007874015748
376.0,-3.6991999999999997e-06,0.0,39.37007874015748,-39.37007874015748,-39.37007874015748,-39.37007874015748
377.0,-3.6984e-06,0.0,39.37007874015748,-39.37007874015748,-39.37007874015748,0.0
378.0,-3.6976e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
379.0,-3.6968e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
380.0,-3.696e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
381.0,-3.6952e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
382.0,-3.6943999999999997e-06,-39.37007874015748,0.0,0.0,0.0,0.0
383.0,-3.6935999999999997e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,-39.37007874015748
384.0,-3.6927999999999996e-06,0.0,0.0,-39.37007874015748,0.0,0.0
385.0,-3.692e-06,0.0,0.0,-39.37007874015748,0.0,0.0
386.0,-3.6912e-06,-39.37007874015748,39.37007874015748,0.0,0.0,-39.37007874015748
387.0,-3.6904e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
388.0,-3.6896e-06,-39.37007874015748,39.37007874015748,0.0,0.0,-39.37007874015748
389.0,-3.6887999999999997e-06,0.0,39.37007874015748,0.0,0.0,-39.37007874015748
390.0,-3.6879999999999997e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
391.0,-3.6872e-06,0.0,0.0,0.0,0.0,0.0
392.0,-3.6864e-06,0.0,0.0,0.0,-39.37007874015748,-39.37007874015748
393.0,-3.6856e-06,-39.37007874015748,39.37007874015748,0.0,39.37007874015748,0.0
394.0,-3.6848e-06,0.0,0.0,-39.37007874015748,0.0,0.0
395.0,-3.684e-06,-39.37007874015748,0.0,0.0,0.0,0.0
396.0,-3.6831999999999997e-06,0.0,0.0,0.0,-39.37007874015748,0.0
397.0,-3.6823999999999997e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
398.0,-3.6815999999999996e-06,0.0,0.0,-39.37007874015748,0.0,0.0
399.0,-3.6808e-06,-39.37007874015748,39.37007874015748,0.0,-39.37007874015748,-39.37007874015748
400.0,-3.68e-06,-39.37007874015748,39.37007874015748,0.0,0.0,39.37007874015748
401.0,-3.6792e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,-39.37007874015748
402.0,-3.6784e-06,0.0,0.0,0.0,39.37007874015748,0.0
403.0,-3.6775999999999997e-06,-39.37007874015748,0.0,0.0,-39.37007874015748,0.0
404.0,-3.6767999999999997e-06,-39.37007874015748,0.0,0.0,0.0,0.0
405.0,-3.676e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
406.0,-3.6752e-06,-39.37007874015748,0.0,0.0,39.37007874015748,-39.37007874015748
407.0,-3.6744e-06,0.0,0.0,-39.37007874015748,0.0,0.0
408.0,-3.6736e-06,0.0,39.37007874015748,0.0,0.0,-39.37007874015748
409.0,-3.6728e-06,0.0,39.37007874015748,0.0,-39.37007874015748,39.37007874015748
410.0,-3.6719999999999997e-06,39.37007874015748,39.37007874015748,0.0,-39.37007874015748,-39.37007874015748
411.0,-3.6711999999999997e-06,0.0,39.37007874015748,0.0,0.0,0.0
412.0,-3.6703999999999996e-06,-39.37007874015748,39.37007874015748,0.0,0.0,-39.37007874015748
413.0,-3.6696e-06,0.0,0.0,0.0,0.0,0.0
414.0,-3.6688e-06,0.0,39.37007874015748,0.0,39.37007874015748,0.0
415.0,-3.668e-06,0.0,0.0,0.0,0.0,0.0
416.0,-3.6672e-06,0.0,0.0,-39.37007874015748,0.0,0.0
417.0,-3.6663999999999997e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
418.0,-3.6655999999999997e-06,0.0,0.0,-39.37007874015748,0.0,0.0
419.0,-3.6647999999999996e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,0.0
420.0,-3.664e-06,0.0,0.0,-39.37007874015748,0.0,0.0
421.0,-3.6632e-06,0.0,0.0,-39.37007874015748,0.0,-39.37007874015748
422.0,-3.6624e-06,0.0,0.0,0.0,0.0,0.0
423.0,-3.6616e-06,0.0,0.0,-39.37007874015748,39.37007874015748,0.0
424.0,-3.6607999999999997e-06,0.0,39.37007874015748,-39.37007874015748,0.0,0.0
425.0,-3.6599999999999997e-06,0.0,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
426.0,-3.6591999999999996e-06,0.0,0.0,0.0,0.0,0.0
427.0,-3.6584e-06,0.0,0.0,0.0,0.0,0.0
428.0,-3.6576e-06,0.0,39.37007874015748,0.0,0.0,-39.37007874015748
429.0,-3.6568e-06,0.0,39.37007874015748,0.0,0.0,0.0
430.0,-3.656e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
431.0,-3.6551999999999997e-06,0.0,39.37007874015748,0.0,0.0,-39.37007874015748
432.0,-3.6543999999999997e-06,0.0,39.37007874015748,0.0,39.37007874015748,0.0
433.0,-3.6535999999999996e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
434.0,-3.6528e-06,0.0,39.37007874015748,0.0,0.0,39.37007874015748
435.0,-3.652e-06,0.0,0.0,0.0,39.37007874015748,0.0
436.0,-3.6512e-06,0.0,39.37007874015748,-39.37007874015748,39.37007874015748,0.0
437.0,-3.6504e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
438.0,-3.6495999999999998e-06,-39.37007874015748,0.0,-39.37007874015748,39.37007874015748,39.37007874015748
439.0,-3.6487999999999997e-06,-39.37007874015748,39.37007874015748,0.0,0.0,0.0
440.0,-3.6479999999999996e-06,-39.37007874015748,39.37007874015748,-39.37007874015748,0.0,0.0
441.0,-3.6471999999999996e-06,0.0,39.37007874015748,0.0,0.0,0.0
442.0,-3.6464e-06,0.0,-39.37007874015748,0.0,0.0,0.0
443.0,-3.6456e-06,0.0,0.0,0.0,0.0,0.0
444.0,-3.6448e-06,0.0,0.0,-39.37007874015748,39.37007874015748,-39.37007874015748
445.0,-3.6439999999999998e-06,0.0,0.0,-39.37007874015748,0.0,0.0
446.0,-3.6431999999999997e-06,-39.37007874015748,0.0,0.0,0.0,0.0
447.0,-3.6423999999999996e-06,0.0,39.37007874015748,0.0,0.0,0.0
448.0,-3.6416e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
449.0,-3.6408e-06,-39.37007874015748,0.0,0.0,0.0,0.0
450.0,-3.64e-06,0.0,0.0,0.0,0.0,0.0
451.0,-3.6392e-06,0.0,39.37007874015748,0.0,39.37007874015748,0.0
452.0,-3.6383999999999998e-06,-39.37007874015748,0.0,-39.37007874015748,0.0,-39.37007874015748
453.0,-3.6375999999999997e-06,-39.37007874015748,0.0,0.0,0.0,39.37007874015748
454.0,-3.6367999999999996e-06,-39.37007874015748,0.0,0.0,39.37007874015748,0.0
